BasalACh2_amici,BasalACh2_copasi,BasalACh2_tellurium,IntermediateACh_amici,IntermediateACh_copasi,IntermediateACh_tellurium,ActiveACh_amici,ActiveACh_copasi,ActiveACh_tellurium,Active_amici,Active_copasi,Active_tellurium,BasalACh_amici,BasalACh_copasi,BasalACh_tellurium,Basal_amici,Basal_copasi,Basal_tellurium,DesensitisedACh2_amici,DesensitisedACh2_copasi,DesensitisedACh2_tellurium,Desensitised_amici,Desensitised_copasi,Desensitised_tellurium,IntermediateACh2_amici,IntermediateACh2_copasi,IntermediateACh2_tellurium,DesensitisedACh_amici,DesensitisedACh_copasi,DesensitisedACh_tellurium,Intermediate_amici,Intermediate_copasi,Intermediate_tellurium,ActiveACh2_amici,ActiveACh2_copasi,ActiveACh2_tellurium
3.151220145034016e-232,-2.2292814905282892e-26,-7.399696187163393e-40,6.966965247637135e-228,-4.916308424768408e-22,-7.399696187163393e-40,2.070436501695636e-230,-1.4646765444017217e-24,-7.399696187163393e-40,2.070436501695636e-230,-1.4646765444017217e-24,-7.399696187163393e-40,6.042946245637736e-139,-4.283240530811917e-22,-7.399696187163393e-40,7.397582605981037e-06,7.3975905851445895e-06,-7.399696187163393e-40,3.9830411090479644e-225,-4.019802883588571e-21,-7.399696187163393e-40,4.147578832414883e-132,-7.595729389072239e-16,-7.399696187163393e-40,6.966965247637135e-228,-4.916308424768408e-22,-7.399696187163393e-40,4.147578832414883e-132,-7.595729389072239e-16,-7.399696187163393e-40,4.841826141492849e-09,4.8418241365466094e-09,-7.399696187163393e-40,2.070436501695636e-230,-1.4646765444017217e-24,-7.399696187163393e-40
1.6070626550495737e-232,-2.218630085229142e-26,-7.432811019894222e-40,3.553393560139247e-228,-4.892818515701034e-22,-7.432811019894222e-40,1.0558840914689537e-230,-1.4576783866463425e-24,-7.432811019894222e-40,1.0558840914689537e-230,-1.4576783866463425e-24,-7.432811019894222e-40,4.088768308878853e-139,-4.263763001728991e-22,-7.432811019894222e-40,7.398662698244878e-06,7.398670662393271e-06,-7.432811019894222e-40,2.114750801068836e-225,-4.0007340909273426e-21,-7.432811019894222e-40,2.80632793991783e-132,-7.562403086582946e-16,-7.432811019894222e-40,3.553393560139247e-228,-4.892818515701034e-22,-7.432811019894222e-40,2.80632793991783e-132,-7.562403086582946e-16,-7.432811019894222e-40,4.841764230443628e-09,4.841762233086292e-09,-7.432811019894222e-40,1.0558840914689537e-230,-1.4576783866463425e-24,-7.432811019894222e-40
7.389288936533829e-233,-2.2074370178843534e-26,-7.463863303905962e-40,1.6344186109921045e-228,-4.86813406100843e-22,-7.463863303905962e-40,4.854974603471099e-231,-1.4503243475462495e-24,-7.463863303905962e-40,4.854974603471099e-231,-1.4503243475462495e-24,-7.463863303905962e-40,2.766535660607824e-139,-4.243274578624568e-22,-7.463863303905962e-40,7.399742661214944e-06,7.399750610400911e-06,-7.463863303905962e-40,1.0987691883210624e-225,-3.980692781178914e-21,-7.463863303905962e-40,1.898812976094411e-132,-7.527320738355313e-16,-7.463863303905962e-40,1.6344186109921045e-228,-4.86813406100843e-22,-7.463863303905962e-40,1.898812976094411e-132,-7.527320738355313e-16,-7.463863303905962e-40,4.841702326805544e-09,4.841700337389999e-09,-7.463863303905962e-40,4.854974603471099e-231,-1.4503243475462495e-24,-7.463863303905962e-40
3.2671639161078414e-233,-2.1956981643891936e-26,-7.492831707298984e-40,7.229486751228477e-229,-4.842245965663022e-22,-7.492831707298984e-40,2.1466254029249947e-231,-1.4426117174932109e-24,-7.492831707298984e-40,2.1466254029249947e-231,-1.4426117174932109e-24,-7.492831707298984e-40,1.8718887897840875e-139,-4.221767563047021e-22,-7.492831707298984e-40,7.400822494906712e-06,7.400830429184374e-06,-7.492831707298984e-40,5.513161480435829e-226,-3.95967154962123e-21,-7.492831707298984e-40,1.2847717000209472e-132,-7.49046896928243e-16,-7.492831707298984e-40,7.229486751228477e-229,-4.842245965663022e-22,-7.492831707298984e-40,1.2847717000209472e-132,-7.49046896928243e-16,-7.492831707298984e-40,4.8416404305777115e-09,4.841638449459472e-09,-7.492831707298984e-40,2.1466254029249947e-231,-1.4426117174932109e-24,-7.492831707298984e-40
1.5555617739589972e-233,-2.1834094006389325e-26,-7.51969489817365e-40,3.442432676106445e-229,-4.815145134637227e-22,-7.51969489817365e-40,1.0220516556576127e-231,-1.434537786878997e-24,-7.51969489817365e-40,1.0220516556576127e-231,-1.434537786878997e-24,-7.51969489817365e-40,1.2665543015445176e-139,-4.1992342565447275e-22,-7.51969489817365e-40,7.401902199335658e-06,7.4019101187605245e-06,-7.51969489817365e-40,2.6987883459299998e-226,-3.93766299153224e-21,-7.51969489817365e-40,8.693001058849688e-133,-7.451834404257381e-16,-7.51969489817365e-40,3.442432676106445e-229,-4.815145134637227e-22,-7.51969489817365e-40,8.693001058849688e-133,-7.451834404257381e-16,-7.51969489817365e-40,4.841578541759243e-09,4.841576569296458e-09,-7.51969489817365e-40,1.0220516556576127e-231,-1.434537786878997e-24,-7.51969489817365e-40
8.479860727925404e-234,-2.1705666025288448e-26,-7.54443154463031e-40,1.8759256201361843e-229,-4.786822472903478e-22,-7.54443154463031e-40,5.571516486027494e-232,-1.4260998460953806e-24,-7.54443154463031e-40,5.571516486027494e-232,-1.4260998460953806e-24,-7.54443154463031e-40,8.569738798136833e-140,-4.175666960666073e-22,-7.54443154463031e-40,7.402981774517255e-06,7.402989679146227e-06,-7.54443154463031e-40,1.324950821672082e-226,-3.9146597021899e-21,-7.54443154463031e-40,5.8818440200647235e-133,-7.411403668173271e-16,-7.54443154463031e-40,1.8759256201361843e-229,-4.786822472903478e-22,-7.54443154463031e-40,5.8818440200647235e-133,-7.411403668173271e-16,-7.54443154463031e-40,4.841516660349252e-09,4.8415146969026996e-09,-7.54443154463031e-40,5.571516486027494e-232,-1.4260998460953806e-24,-7.54443154463031e-40
4.923802379767992e-234,-2.1571656459542004e-26,-7.567020314769331e-40,1.088805871123932e-229,-4.757268885434194e-22,-7.567020314769331e-40,3.2350744594287035e-232,-1.417295185534129e-24,-7.567020314769331e-40,3.2350744594287035e-232,-1.417295185534129e-24,-7.567020314769331e-40,5.798442512786835e-140,-4.1510579769594286e-22,-7.567020314769331e-40,7.404061220466976e-06,7.404069110358346e-06,-7.567020314769331e-40,6.699932219401065e-227,-3.890654276872152e-21,-7.567020314769331e-40,3.9797635870698035e-133,-7.369163385923168e-16,-7.567020314769331e-40,1.088805871123932e-229,-4.757268885434194e-22,-7.567020314769331e-40,3.9797635870698035e-133,-7.369163385923168e-16,-7.567020314769331e-40,4.841454786346852e-09,4.841452832279942e-09,-7.567020314769331e-40,3.2350744594287035e-232,-1.417295185534129e-24,-7.567020314769331e-40
2.737093770899401e-234,-2.1432024068102722e-26,-7.587439876691075e-40,6.051570209423763e-230,-4.726475277201805e-22,-7.587439876691075e-40,1.7983446470604685e-232,-1.4081210955870168e-24,-7.587439876691075e-40,1.7983446470604685e-232,-1.4081210955870168e-24,-7.587439876691075e-40,3.923332596952123e-140,-4.1253996069731816e-22,-7.587439876691075e-40,7.40514053720029e-06,7.405148412413744e-06,-7.587439876691075e-40,3.5016856487834016e-227,-3.86563931085696e-21,-7.587439876691075e-40,2.692781065757214e-133,-7.325100182400186e-16,-7.587439876691075e-40,6.051570209423763e-230,-4.726475277201805e-22,-7.587439876691075e-40,2.692781065757214e-133,-7.325100182400186e-16,-7.587439876691075e-40,4.841392919751155e-09,4.841390975429929e-09,-7.587439876691075e-40,1.7983446470604685e-232,-1.4081210955870168e-24,-7.587439876691075e-40
1.3829795160403427e-234,-2.128672760992332e-26,-7.6056688984959e-40,3.05805518956694e-230,-4.69443255317873e-22,-7.6056688984959e-40,9.086555768922804e-233,-1.3985748666458125e-24,-7.6056688984959e-40,9.086555768922804e-233,-1.3985748666458125e-24,-7.6056688984959e-40,2.6545988224188076e-140,-4.098684152255709e-22,-7.6056688984959e-40,7.406219724732664e-06,7.4062275853292865e-06,-7.6056688984959e-40,1.8499194896553312e-227,-3.839607399422264e-21,-7.6056688984959e-40,1.8219850776209876e-133,-7.279200682497401e-16,-7.6056688984959e-40,3.05805518956694e-230,-4.69443255317873e-22,-7.6056688984959e-40,1.8219850776209876e-133,-7.279200682497401e-16,-7.6056688984959e-40,4.8413310605612756e-09,4.841329126354405e-09,-7.6056688984959e-40,9.086555768922804e-233,-1.3985748666458125e-24,-7.6056688984959e-40
6.400472199427563e-235,-2.1135725843956488e-26,-7.621686048284176e-40,1.415745744789731e-230,-4.661131618337396e-22,-7.621686048284176e-40,4.205294380411734e-233,-1.3886537891022856e-24,-7.621686048284176e-40,4.205294380411734e-233,-1.3886537891022856e-24,-7.621686048284176e-40,1.7961502711907176e-140,-4.070903914355383e-22,-7.621686048284176e-40,7.407298783079566e-06,7.4073066291218385e-06,-7.621686048284176e-40,9.609237354955258e-228,-3.8125511378460165e-21,-7.621686048284176e-40,1.2327885342360314e-133,-7.231451511107903e-16,-7.621686048284176e-40,1.415745744789731e-230,-4.661131618337396e-22,-7.621686048284176e-40,1.2327885342360314e-133,-7.231451511107903e-16,-7.621686048284176e-40,4.841269208776327e-09,4.841267285055115e-09,-7.621686048284176e-40,4.205294380411734e-233,-1.3886537891022856e-24,-7.621686048284176e-40
2.890500692099708e-235,-2.0978977529154975e-26,-7.635469994156253e-40,6.395858302518151e-231,-4.62656337765023e-22,-7.635469994156253e-40,1.899146009309547e-233,-1.3783551533482087e-24,-7.635469994156253e-40,1.899146009309547e-233,-1.3783551533482087e-24,-7.635469994156253e-40,1.2153082301750851e-140,-4.042051194820594e-22,-7.635469994156253e-40,7.408377712256458e-06,7.408385543808262e-06,-7.635469994156253e-40,4.842021323815711e-228,-3.784463121406173e-21,-7.635469994156253e-40,8.341273421011252e-134,-7.181839293124785e-16,-7.635469994156253e-40,6.395858302518151e-231,-4.62656337765023e-22,-7.635469994156253e-40,8.341273421011252e-134,-7.181839293124785e-16,-7.635469994156253e-40,4.841207364395423e-09,4.841205451533801e-09,-7.635469994156253e-40,1.899146009309547e-233,-1.3783551533482087e-24,-7.635469994156253e-40
1.4041733574071158e-235,-2.0816441424471464e-26,-7.646999404212498e-40,3.107180348866745e-231,-4.590718736089651e-22,-7.646999404212498e-40,9.225844337710505e-234,-1.3676762497753502e-24,-7.646999404212498e-40,9.225844337710505e-234,-1.3676762497753502e-24,-7.646999404212498e-40,8.222998476358492e-141,-4.0121182951997084e-22,-7.646999404212498e-40,7.409456512278806e-06,7.409464329405425e-06,-7.646999404212498e-40,2.3841781034406223e-228,-3.7553359453806766e-21,-7.646999404212498e-40,5.643858646623626e-134,-7.130350653441131e-16,-7.646999404212498e-40,3.107180348866745e-231,-4.590718736089651e-22,-7.646999404212498e-40,5.643858646623626e-134,-7.130350653441131e-16,-7.646999404212498e-40,4.841145527417676e-09,4.8411436257922074e-09,-7.646999404212498e-40,9.225844337710505e-234,-1.3676762497753502e-24,-7.646999404212498e-40
7.643466734856061e-236,-2.0648076288858722e-26,-7.656252946553268e-40,1.6908084433077785e-231,-4.553588598628091e-22,-7.656252946553268e-40,5.0219796292875676e-234,-1.3566143687754838e-24,-7.656252946553268e-40,5.0219796292875676e-234,-1.3566143687754838e-24,-7.656252946553268e-40,5.563831648902462e-141,-3.9810975170411197e-22,-7.656252946553268e-40,7.410535183162067e-06,7.410542985930189e-06,-7.656252946553268e-40,1.174347712114152e-228,-3.725162205047487e-21,-7.656252946553268e-40,3.8187383167219456e-134,-7.076972216950043e-16,-7.656252946553268e-40,1.6908084433077785e-231,-4.553588598628091e-22,-7.656252946553268e-40,3.8187383167219456e-134,-7.076972216950043e-16,-7.656252946553268e-40,4.8410836978422e-09,4.841081807832081e-09,-7.656252946553268e-40,5.0219796292875676e-234,-1.3566143687754838e-24,-7.656252946553268e-40
4.357777472158003e-236,-2.047384088126944e-26,-7.663209289278925e-40,9.63638835327257e-232,-4.515163870237971e-22,-7.663209289278925e-40,2.863180404067902e-234,-1.3451668007403775e-24,-7.663209289278925e-40,2.863180404067902e-234,-1.3451668007403775e-24,-7.663209289278925e-40,3.76459058168736e-141,-3.9489811618931983e-22,-7.663209289278925e-40,7.411613724921701e-06,7.411621513399417e-06,-7.663209289278925e-40,5.926772605226095e-229,-3.693934495684552e-21,-7.663209289278925e-40,2.583828413265511e-134,-7.021690608544607e-16,-7.663209289278925e-40,9.63638835327257e-232,-4.515163870237971e-22,-7.663209289278925e-40,2.583828413265511e-134,-7.021690608544607e-16,-7.663209289278925e-40,4.84102187566811e-09,4.8410199976551645e-09,-7.663209289278925e-40,2.863180404067902e-234,-1.3451668007403775e-24,-7.663209289278925e-40
2.3792526379659344e-236,-2.0293693960656286e-26,-7.667847100489842e-40,5.260566024666168e-232,-4.47543545589171e-22,-7.667847100489842e-40,1.5632336268058128e-234,-1.3333308360618016e-24,-7.667847100489842e-40,1.5632336268058128e-234,-1.3333308360618016e-24,-7.667847100489842e-40,2.547191062210525e-141,-3.9157615313043214e-22,-7.667847100489842e-40,7.412692137573166e-06,7.412699911829976e-06,-7.667847100489842e-40,3.080513589860867e-229,-3.6616454125698146e-21,-7.667847100489842e-40,1.7482657138257938e-134,-6.964492453117893e-16,-7.667847100489842e-40,5.260566024666168e-232,-4.47543545589171e-22,-7.667847100489842e-40,1.7482657138257938e-134,-6.964492453117893e-16,-7.667847100489842e-40,4.8409600608945186e-09,4.8409581952632016e-09,-7.667847100489842e-40,1.5632336268058128e-234,-1.3333308360618016e-24,-7.667847100489842e-40
1.19289825277299e-236,-2.010759428597207e-26,-7.670145048286359e-40,2.6378542694093117e-232,-4.434394260561743e-22,-7.670145048286359e-40,7.837671469907464e-235,-1.3211037651315297e-24,-7.670145048286359e-40,7.837671469907464e-235,-1.3211037651315297e-24,-7.670145048286359e-40,1.723476209861157e-141,-3.881430926822877e-22,-7.670145048286359e-40,7.413770421131916e-06,7.413778181238729e-06,-7.670145048286359e-40,1.6198834324242671e-229,-3.628287550981238e-21,-7.670145048286359e-40,1.1829086600515316e-134,-6.905364375563023e-16,-7.670145048286359e-40,2.6378542694093117e-232,-4.434394260561743e-22,-7.670145048286359e-40,1.1829086600515316e-134,-6.905364375563023e-16,-7.670145048286359e-40,4.840898253520542e-09,4.840896400657937e-09,-7.670145048286359e-40,7.837671469907464e-235,-1.3211037651315297e-24,-7.670145048286359e-40
5.557730933753747e-237,-1.99155006161694e-26,-7.670081800768854e-40,1.2293655341538766e-232,-4.392031189220486e-22,-7.670081800768854e-40,3.651589626532127e-235,-1.3084828783413289e-24,-7.670081800768854e-40,3.651589626532127e-235,-1.3084828783413289e-24,-7.670081800768854e-40,1.1661356268184467e-141,-3.8459816499972333e-22,-7.670081800768854e-40,7.414848575613405e-06,7.414856321642539e-06,-7.670081800768854e-40,8.409022858645196e-230,-3.5938535061967615e-21,-7.670081800768854e-40,8.003777040063049e-135,-6.844293000773063e-16,-7.670081800768854e-40,1.2293655341538766e-232,-4.392031189220486e-22,-7.670081800768854e-40,8.003777040063049e-135,-6.844293000773063e-16,-7.670081800768854e-40,4.840836453545293e-09,4.840834613841114e-09,-7.670081800768854e-40,3.651589626532127e-235,-1.3084828783413289e-24,-7.670081800768854e-40
2.558140706792356e-237,-1.9717371710201114e-26,-7.667636026037679e-40,5.660290843093249e-233,-4.348337146840371e-22,-7.667636026037679e-40,1.6807752306768194e-235,-1.295465466082972e-24,-7.667636026037679e-40,1.6807752306768194e-235,-1.295465466082972e-24,-7.667636026037679e-40,7.890287619606177e-142,-3.809406002375781e-22,-7.667636026037679e-40,7.415926601033082e-06,7.415934333058274e-06,-7.667636026037679e-40,4.251916630595337e-230,-3.5583358734943464e-21,-7.667636026037679e-40,5.41550240271749e-135,-6.781264953641115e-16,-7.667636026037679e-40,5.660290843093249e-233,-4.348337146840371e-22,-7.667636026037679e-40,5.41550240271749e-135,-6.781264953641115e-16,-7.667636026037679e-40,4.840774660967886e-09,4.840772834814479e-09,-7.667636026037679e-40,1.6807752306768194e-235,-1.295465466082972e-24,-7.667636026037679e-40
1.2634821372989292e-237,-1.951316632701985e-26,-7.662786392193198e-40,2.795673478599694e-233,-4.303303038393821e-22,-7.662786392193198e-40,8.301457231806382e-236,-1.2820488187482302e-24,-7.662786392193198e-40,8.301457231806382e-236,-1.2820488187482302e-24,-7.662786392193198e-40,5.3387133784742094e-142,-3.771696285506893e-22,-7.662786392193198e-40,7.4170044974064e-06,7.417012215502795e-06,-7.662786392193198e-40,2.1044006944997784e-230,-3.521727248151939e-21,-7.662786392193198e-40,3.664228292097437e-135,-6.716266859060268e-16,-7.662786392193198e-40,2.795673478599694e-233,-4.303303038393821e-22,-7.662786392193198e-40,3.664228292097437e-135,-6.716266859060268e-16,-7.662786392193198e-40,4.8407128757874354e-09,4.840711063579775e-09,-7.662786392193198e-40,8.301457231806382e-236,-1.2820488187482302e-24,-7.662786392193198e-40
6.863095347211442e-238,-1.930284322557832e-26,-7.655511567335774e-40,1.518117427097532e-233,-4.256919768853252e-22,-7.655511567335774e-40,4.5092518307637525e-236,-1.2682302267288707e-24,-7.655511567335774e-40,4.5092518307637525e-236,-1.2682302267288707e-24,-7.655511567335774e-40,3.612271429329789e-142,-3.732844800938946e-22,-7.655511567335774e-40,7.4180822647488044e-06,7.418089968992966e-06,-7.655511567335774e-40,1.0398294562811072e-230,-3.484020225447485e-21,-7.655511567335774e-40,2.4792840955751642e-135,-6.6492853419236e-16,-7.655511567335774e-40,1.518117427097532e-233,-4.256919768853252e-22,-7.655511567335774e-40,2.4792840955751642e-135,-6.6492853419236e-16,-7.655511567335774e-40,4.840651098003056e-09,4.8406493001387455e-09,-7.655511567335774e-40,4.5092518307637525e-236,-1.2682302267288707e-24,-7.655511567335774e-40
3.8507301414073994e-238,-1.9086361164829285e-26,-7.645790219565763e-40,8.515167725180241e-234,-4.2091782431911016e-22,-7.645790219565763e-40,2.5300363046754987e-236,-1.2540069804166676e-24,-7.645790219565763e-40,2.5300363046754987e-236,-1.2540069804166676e-24,-7.645790219565763e-40,2.4441291288955144e-142,-3.6928438502203253e-22,-7.645790219565763e-40,7.419159903075742e-06,7.419167593545653e-06,-7.645790219565763e-40,5.241016086138431e-231,-3.445207400658941e-21,-7.645790219565763e-40,1.6775291102437803e-135,-6.580307027124218e-16,-7.645790219565763e-40,8.515167725180241e-234,-4.2091782431911016e-22,-7.645790219565763e-40,1.6775291102437803e-135,-6.580307027124218e-16,-7.645790219565763e-40,4.840589327613862e-09,4.8405875444931354e-09,-7.645790219565763e-40,2.5300363046754987e-236,-1.2540069804166676e-24,-7.645790219565763e-40
2.0698305231790407e-238,-1.8863678903725403e-26,-7.63360101698353e-40,4.5765694734082767e-234,-4.160069366379782e-22,-7.63360101698353e-40,1.3599351344840497e-236,-1.2393763702033894e-24,-7.63360101698353e-40,1.3599351344840497e-236,-1.2393763702033894e-24,-7.63360101698353e-40,1.6537426147468584e-142,-3.6516857348994013e-22,-7.63360101698353e-40,7.420237412402655e-06,7.4202450891777195e-06,-7.63360101698353e-40,2.711382118806298e-231,-3.405281369064256e-21,-7.63360101698353e-40,1.135046976156355e-135,-6.509318539555194e-16,-7.63360101698353e-40,4.5765694734082767e-234,-4.160069366379782e-22,-7.63360101698353e-40,1.135046976156355e-135,-6.509318539555194e-16,-7.63360101698353e-40,4.840527564618969e-09,4.8405257966446894e-09,-7.63360101698353e-40,1.3599351344840497e-236,-1.2393763702033894e-24,-7.63360101698353e-40
1.0312260904137613e-238,-1.8634755201219477e-26,-7.618922627689438e-40,2.2804353883577304e-234,-4.1095840433917295e-22,-7.618922627689438e-40,6.775442146089376e-237,-1.2243356864808085e-24,-7.618922627689438e-40,6.775442146089376e-237,-1.2243356864808085e-24,-7.618922627689438e-40,1.1189525968563666e-142,-3.6093627565245674e-22,-7.618922627689438e-40,7.421314792744987e-06,7.42132245590603e-06,-7.618922627689438e-40,1.419706880569611e-231,-3.364234725941385e-21,-7.618922627689438e-40,7.679936104921209e-136,-6.43630650410964e-16,-7.618922627689438e-40,2.2804353883577304e-234,-4.1095840433917295e-22,-7.618922627689438e-40,7.679936104921209e-136,-6.43630650410964e-16,-7.618922627689438e-40,4.8404658090174915e-09,4.8404640565951504e-09,-7.618922627689438e-40,6.775442146089376e-237,-1.2243356864808085e-24,-7.618922627689438e-40
4.836960637266792e-239,-1.839954881626417e-26,-7.601733719783844e-40,1.0699517140636535e-234,-4.057713179199365e-22,-7.601733719783844e-40,3.1780230857989735e-237,-1.2088822196406946e-24,-7.601733719783844e-40,3.1780230857989735e-237,-1.2088822196406946e-24,-7.601733719783844e-40,7.571038581498134e-143,-3.5658672166441947e-22,-7.601733719783844e-40,7.422392044118179e-06,7.422399693747449e-06,-7.601733719783844e-40,7.3631765209584e-232,-3.3220600665682743e-21,-7.601733719783844e-40,5.1963856840007595e-136,-6.361257545680635e-16,-7.601733719783844e-40,1.0699517140636535e-234,-4.057713179199365e-22,-7.601733719783844e-40,5.1963856840007595e-136,-6.361257545680635e-16,-7.601733719783844e-40,4.8404040608085445e-09,4.840402324346264e-09,-7.601733719783844e-40,3.1780230857989735e-237,-1.2088822196406946e-24,-7.601733719783844e-40
2.2644998295693973e-239,-1.8158018507812164e-26,-7.58201296136711e-40,5.0104281258867234e-235,-4.0044476787751035e-22,-7.58201296136711e-40,1.4878441247724638e-237,-1.1930132600748157e-24,-7.58201296136711e-40,1.4878441247724638e-237,-1.1930132600748157e-24,-7.58201296136711e-40,5.12270362154475e-143,-3.521191416806654e-22,-7.58201296136711e-40,7.423469166537668e-06,7.42347680271884e-06,-7.58201296136711e-40,3.7334596660754645e-232,-3.2787499862228707e-21,-7.58201296136711e-40,3.5159698997474386e-136,-6.284158289161249e-16,-7.58201296136711e-40,5.0104281258867234e-235,-4.0044476787751035e-22,-7.58201296136711e-40,3.5159698997474386e-136,-6.284158289161249e-16,-7.58201296136711e-40,4.840342319991243e-09,4.840340599899773e-09,-7.58201296136711e-40,1.4878441247724638e-237,-1.1930132600748157e-24,-7.58201296136711e-40
1.1337020021686262e-239,-1.7910123034816244e-26,-7.559739020539599e-40,2.5083687897418565e-235,-3.949778447091384e-22,-7.559739020539599e-40,7.448760264017335e-238,-1.1767260981749479e-24,-7.559739020539599e-40,7.448760264017335e-238,-1.1767260981749479e-24,-7.559739020539599e-40,3.466115264333582e-143,-3.4753276585603385e-22,-7.559739020539599e-40,7.424546160018891e-06,7.424553782837067e-06,-7.559739020539599e-40,1.8561115039816286e-232,-3.2342970801831332e-21,-7.559739020539599e-40,2.3789697469901835e-136,-6.204995359444607e-16,-7.559739020539599e-40,2.5083687897418565e-235,-3.949778447091384e-22,-7.559739020539599e-40,2.3789697469901835e-136,-6.204995359444607e-16,-7.559739020539599e-40,4.840280586564702e-09,4.840278883257423e-09,-7.559739020539599e-40,7.448760264017335e-238,-1.1767260981749479e-24,-7.559739020539599e-40
6.142072687077324e-240,-1.7655821156229072e-26,-7.534890565401668e-40,1.3585794224005714e-235,-3.893696389120621e-22,-7.534890565401668e-40,4.0355182946289894e-238,-1.1600180243328555e-24,-7.534890565401668e-40,4.0355182946289894e-238,-1.1600180243328555e-24,-7.534890565401668e-40,2.345237185910589e-143,-3.428268243453618e-22,-7.534890565401668e-40,7.425623024577283e-06,7.425630634118995e-06,-7.534890565401668e-40,9.199114898743321e-233,-3.1886939437270075e-21,-7.534890565401668e-40,1.609654581371917e-136,-6.123755381423768e-16,-7.534890565401668e-40,1.3585794224005714e-235,-3.893696389120621e-22,-7.534890565401668e-40,1.609654581371917e-136,-6.123755381423768e-16,-7.534890565401668e-40,4.840218860528036e-09,4.840217174420957e-09,-7.534890565401668e-40,4.0355182946289894e-238,-1.1600180243328555e-24,-7.534890565401668e-40
3.398100655114897e-240,-1.739507163100342e-26,-7.507446264053684e-40,7.5142980207945715e-236,-3.8361924098352455e-22,-7.507446264053684e-40,2.2326462634193764e-238,-1.1428863289403155e-24,-7.507446264053684e-40,2.2326462634193764e-238,-1.1428863289403155e-24,-7.507446264053684e-40,1.5868305116032008e-143,-3.38000547303488e-22,-7.507446264053684e-40,7.426699760228277e-06,7.426707356581488e-06,-7.507446264053684e-40,4.632918725823458e-233,-3.1419331721324484e-21,-7.507446264053684e-40,1.0891218245250077e-136,-6.040424979991852e-16,-7.507446264053684e-40,7.5142980207945715e-236,-3.8361924098352455e-22,-7.507446264053684e-40,1.0891218245250077e-136,-6.040424979991852e-16,-7.507446264053684e-40,4.8401571418803615e-09,4.840155473392121e-09,-7.507446264053684e-40,2.2326462634193764e-238,-1.1428863289403155e-24,-7.507446264053684e-40
1.8020725611979226e-240,-1.7127833218091968e-26,-7.477384784596005e-40,3.9846537886690035e-236,-3.777257414207683e-22,-7.477384784596005e-40,1.1840110545139071e-238,-1.1253283023890948e-24,-7.477384784596005e-40,1.1840110545139071e-238,-1.1253283023890948e-24,-7.477384784596005e-40,1.0736786401317424e-143,-3.3305316488524997e-22,-7.477384784596005e-40,7.427776366987303e-06,7.427783950241409e-06,-7.477384784596005e-40,2.387413522635391e-233,-3.0940073606774047e-21,-7.477384784596005e-40,7.36919810240088e-137,-5.954990780041928e-16,-7.477384784596005e-40,3.9846537886690035e-236,-3.777257414207683e-22,-7.477384784596005e-40,7.36919810240088e-137,-5.954990780041928e-16,-7.477384784596005e-40,4.840095430620794e-09,4.840093780172658e-09,-7.477384784596005e-40,1.1840110545139071e-238,-1.1253283023890948e-24,-7.477384784596005e-40
8.93340682740978e-241,-1.685406467644742e-26,-7.444684795128986e-40,1.9755866018237255e-236,-3.716882307210346e-22,-7.444684795128986e-40,5.869497867995586e-239,-1.1073412350709616e-24,-7.444684795128986e-40,5.869497867995586e-239,-1.1073412350709616e-24,-7.444684795128986e-40,7.26470668320088e-144,-3.2798390724548493e-22,-7.444684795128986e-40,7.428852844869791e-06,7.428860415115626e-06,-7.444684795128986e-40,1.24522578338895e-233,-3.0449091046398207e-21,-7.444684795128986e-40,4.986134649914807e-137,-5.867439406467081e-16,-7.444684795128986e-40,1.9755866018237255e-236,-3.716882307210346e-22,-7.444684795128986e-40,4.986134649914807e-137,-5.867439406467081e-16,-7.444684795128986e-40,4.840033726748448e-09,4.840032094764311e-09,-7.444684795128986e-40,5.869497867995586e-239,-1.1073412350709616e-24,-7.444684795128986e-40
4.218383861089406e-241,-1.657372476502253e-26,-7.409324963753001e-40,9.331336986099173e-237,-3.6550579938156773e-22,-7.409324963753001e-40,2.7716004757869454e-239,-1.0889224173776932e-24,-7.409324963753001e-40,2.7716004757869454e-239,-1.0889224173776932e-24,-7.409324963753001e-40,4.91543383842215e-144,-3.22792004539032e-22,-7.409324963753001e-40,7.429929193891168e-06,7.429936751220998e-06,-7.409324963753001e-40,6.451103394618492e-234,-2.9946309992976616e-21,-7.409324963753001e-40,3.3737101922911463e-137,-5.777757484160425e-16,-7.409324963753001e-40,9.331336986099173e-237,-3.6550579938156773e-22,-7.409324963753001e-40,3.3737101922911463e-137,-5.777757484160425e-16,-7.409324963753001e-40,4.839972030262441e-09,4.8399704171688255e-09,-7.409324963753001e-40,2.7716004757869454e-239,-1.0889224173776932e-24,-7.409324963753001e-40
